term,translation,context,language,confidence,winning_model,consensus,version,code,url
Asbestos,асбест,"Asbestos is the term for a group of naturally occurring fibrous silicate minerals widely used historically in building materials and other products (WHO, 2018). All types of asbestos cause lung cancer, mesothelioma, cancer of the larynx and ovary, and asbestosis (fibrosis of the lungs) (WHO, 2018).",ru,0.99,gpt-oss:latest,Single model (skipped consensus),0.1,CH0202,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/ch0202
Space Debris,космический мусор,"Space debris refers to all human-made objects, including fragments and elements thereof, in Earth orbit or re-entering the atmosphere, that are nonfunctional (COPUOS, 2002 and UNOOSA, 2007).",ru,0.97,gpt-oss:latest,Single model (skipped consensus),0.1,ET0206,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/et0206
Wind,ветер,"Wind is air motion relative to the Earth’s surface. Unless otherwise specified, only the horizontal component is considered (WMO, 1992).",ru,0.99,gpt-oss:latest,Single model (skipped consensus),0.1,MH0301,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/mh0301
Arsenic,арсен,"Arsenic is a toxic metalloid widely distributed throughout the Earth’s crust, generally as arsenic sulfide or as metal arsenates and arsenides. Human exposure to arsenic compounds represents a major public health concern as it has been associated with a range of acute and long-term adverse health effects and diseases (WHO, 2019).",ru,0.98,gpt-oss:latest,Single model (skipped consensus),0.1,CH0101,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/ch0101
Flooding,наводнение,"Flooding is (1) an overflowing by water of the normal confines of a watercourse or other body of water; (2) an accumulation of drainage water over areas which are not normally submerged; (3) a controlled spreading of water for irrigation (WMO and UNESCO, 2012).",ru,0.99,gpt-oss:latest,Single model (skipped consensus),0.1,MH0600,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/mh0600
Coral Bleaching,отбеливание кораллов,"Corals are subject to ‘bleaching’ when the seawater temperature is too high: they lose the symbiotic algae that give coral its colour and part of its nutrients. Severe, prolonged or repeated bleaching can lead to the death of coral colonies (United Nations, 2017).",ru,0.97,gpt-oss:latest,Single model (skipped consensus),0.1,EN0404,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/en0404
Listeriosis,листериоз,"Listeriosis is a foodborne infection caused by the bacteriumListeria monocytogeneswhich can be invasive (the more serious form of the disease) or non-invasive (the milder form of the disease). Listeriosis outbreaks occur in all countries and can be a significant public health concern (WHO, 2018).",ru,0.99,gpt-oss:latest,Single model (skipped consensus),0.1,BI0218,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0218
Insect Pest Infestations,инфестации вредоносных насекомых,"An insect pest infestation is a recently detected insect pest population, including an incursion, or a sudden significant increase of an established insect in an area leading to damage to plants in production fields, forests or natural habitats and causing substantial damage to productivity, biodiversity or natural resources (adapted from IPPC Secretariat, 2024).",ru,0.98,gpt-oss:latest,Single model (skipped consensus),0.1,BI0401,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0401
Natech,Натех,"Natural hazard triggered technological accident (Showalter et al., 1994).",ru,0.95,gpt-oss:latest,Single model (skipped consensus),0.1,TL0309,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/tl0309
Ponding (Drainage) Flooding,Наводнение от накопления воды,"A ponding flood is a flood that results from rainwater ponding at or near the point where it falls because it is falling faster than the drainage system (natural or man-made) can carry it away (WMO, 2006).",ru,0.96,gpt-oss:latest,Single model (skipped consensus),0.1,MH0609,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/mh0609
Pertussis (Human),Коклюш,"Pertussis is a highly contagious disease, which can be fatal, of the respiratory tract caused by the bacteriumBordetella pertussis(WHO, no date a).",ru,0.99,gpt-oss:latest,Single model (skipped consensus),0.1,BI0227,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0227
Vector-borne diseases (VBD),Векторные болезни,"Vector-borne diseases encompass a variety of illnesses that are caused by the spread of pathogens by living organisms known as vectors. These infectious diseases can be transmitted via vectors among humans (e.g. malaria, dengue), among animals (e.g. African swine fever, East Coast fever), or from animals to humans (e.g. Nipah virus disease). Many of these vectors are bloodsucking insects, and mosquitoes are the best-known disease vectors. Other vectors include ticks, flies, sandflies, fleas, triatomine bugs and some species of freshwater aquatic snails (adapted from WOAH, 2024a; WHO, 2024).",ru,0.97,gpt-oss:latest,Single model (skipped consensus),0.1,BI0108,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0108
Cysticercosis,цистицеркас,"Cysticercosis is a preventable infection in humans and pigs caused by the larval stages of the parasiteTaenia solium(pork tapeworm). Human cysticercosis can result in devastating effects when the larvae are located in the central nervous system, resulting in neurocysticercosis which may cause convulsions and epileptic seizures and can be fatal. It is the main cause of preventable epilepsy where the parasite is present, and it is estimated to affect between 2.56 and 8.30 million people (adapted from WHO, 2023).",ru,0.99,gpt-oss:latest,Single model (skipped consensus),0.1,BI0112,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0112
Surface Rupture and Fissuring,поверхностный разлом и фиссуры,"Surface ruptures and fissures are localized ground displacements that develop in response to tensional, compressional, and shear stresses, most commonly in unconsolidated sediment, but also in rock (Arizona Geological Survey, 2020). Surface ruptures represent the upward continuation of fault slip at depth, while fissures are smaller displacements, or more distributed deformation in and around the rupture area (adapted from USGS, no date and PNSN, no date).",ru,0.97,gpt-oss:latest,Single model (skipped consensus),0.1,GH0311,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/gh0311
Solar Flares,солнечные вспышки,"A solar flare is a sudden and large explosion on the Sun characterized by the rapid release of energy, resulting in the emission of electromagnetic radiation across all wavelengths and a rapid increase in brightness on a portion of the Sun's surface. The sudden outburst of electromagnetic energy travels at the speed of light therefore any effect upon the sunlit side of Earth’s exposed outer atmosphere occurs at the same time the event is observed (NOAA Space Weather Prediction Center, 2023).",ru,0.98,gpt-oss:latest,Single model (skipped consensus),0.1,ET0103,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/et0103
Dioxins and Dioxin-like Substances,диоксины и диоксиновидные вещества,"Dioxins and dioxin-like substances, including polychlorinated biphenyls (PCBs), polychlorinated dibenzo-p-dioxins (PCDDs) and polychlorinated dibenzofurans (PCDFs) are ​​​​persistent organic pollutants (POPs, see CH0​500​) and are unwanted by-products of combustion and various industrial processes, such as chlorine bleaching of paper pulp and smelting. They can travel long distances from the source of emission, and bioaccumulate in food chains. These substances represent a major public health concern. They have been associated with a range of acute and long-term adverse health effects and diseases (WHO, 2019).",ru,0.98,gpt-oss:latest,Single model (skipped consensus),0.1,CH0502,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/ch0502
Building Collapse,обрушение здания,"Building collapse is the failure of load-bearing structural elements, causing a building to fall or fail catastrophically / catastrophic failure (adapted from US Department of Labor, no date).",ru,0.99,gpt-oss:latest,Single model (skipped consensus),0.1,TL0201,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/tl0201
Emergency Telecommunications Failure,Сбой аварийной телекоммуникационной связи,"Emergency telecommunications failure is an umbrella term for telecommunications of an ‘extraordinary nature’ under abnormal and potentially adverse network conditions (ITU, 2007).",ru,0.97,gpt-oss:latest,Single model (skipped consensus),0.1,TL0211,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/tl0211
Prion Diseases,призонные болезни,"Prion diseases are a family of rare progressive neurodegenerative disorders that affect both humans and animals (Adapted from CDC, 2024, and WHO, no date).",ru,0.97,gpt-oss:latest,Single model (skipped consensus),0.1,BI0230,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0230
Explosive agents,взрывчатые вещества,"An explosive substance or agent is a solid or liquid substance (or mixture of substances) which is in itself capable, by chemical reaction, of producing gas at such a temperature and pressure and at such a speed as to cause damage to the surroundings. Pyrotechnic substances and mixtures are included even when they do not evolve gases.  Explosions can cause multiple severely injured casualties in a single incident (Adapted from UN 2023 and UK Parliament POSTNOTE 2011).",ru,0.97,gpt-oss:latest,Single model (skipped consensus),0.1,TL0306,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/tl0306
Cold Wave,холодная волна,"A cold wave is a period of marked and unusual cold weather characterised by a sharp and significant drop in air temperatures near the surface (maximum, minimum and daily average) over a large area and persisting below certain thresholds for at least two consecutive days during the cold season (WMO, 2020).",ru,0.99,gpt-oss:latest,Single model (skipped consensus),0.1,MH0502,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/mh0502
Pollution,загрязнение,"Pollution is the presence of substances and heat in environmental media (air, water, land) whose nature, location, or quantity produces undesirable environmental effects; and the activities that generates pollutants. (UN data, no date).",ru,0.99,gpt-oss:latest,Single model (skipped consensus),0.1,TL0302,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/tl0302
Radio and Other Telecommunication Failures,сбои радиосвязи и других телекоммуникаций,"Radio and other telecommunication failures occur when there is an internal or external interruption of communications by either party that results in difficulty transporting a message as it was intended (adapted from Dainty et al., 2007).",ru,0.97,gpt-oss:latest,Single model (skipped consensus),0.1,TL0212,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/tl0212
Fungal Plant Disease,грибковая болезнь растений,"Fungal plant disease is the occurrence of plant diseases caused by fungal agents over large areas with significant impacts on crop productivity or natural habitats (adapted from Arneson, 2001 and Moore et al., 2019).",ru,0.99,gpt-oss:latest,Single model (skipped consensus),0.1,BI0502,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0502
Microplastics,микропластик,"Microplastics are small plastic pieces less than five millimetres in length which can be harmful to the environment, especially marine life. They originate from a variety of sources, including larger plastic debris that degrade into progressively smaller pieces (adapted from UNEP, 2016 and NOAA, 2023).",ru,0.99,gpt-oss:latest,Single model (skipped consensus),0.1,CH0504,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/ch0504
Hepatitis A,Гепатит А,"Hepatitis A is an acute vaccine-preventable viral liver disease and can cause mild to severe illness. Hepatitis A occurs sporadically and in epidemics worldwide, with a tendency for cyclic recurrences, as the virus persists in the environment and can withstand food production processes routinely used to inactivate or control bacterial pathogens (WHO, 2025a).",ru,0.99,gpt-oss:latest,Single model (skipped consensus),0.1,BI0211,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0211
Ice Flow,течение льда,"Ice flow is the motion of ice driven by gravitational forces, ice stress or, for sea ice, wind, water currents and tide (AMS, 2012).",ru,0.97,gpt-oss:latest,Single model (skipped consensus),0.1,MH0707,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/mh0707
Ocean Acidification,окисление океана,"Ocean acidification refers to a reduction in the pH of the ocean over an extended period, caused primarily by the uptake of carbon dioxide from the atmosphere. It can also result from other chemical additions to or subtractions from the ocean (IPCC, 2011).",ru,0.98,gpt-oss:latest,Single model (skipped consensus),0.1,EN0401,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/en0401
Human-Wildlife Conflict,конфликт человека и дикой природы,"Human-wildlife conflict is defined as struggles that emerge when the presence or behaviour of wildlife poses an actual or perceived, direct and recurring threat to human interests or needs, leading to disagreements between groups of people and negative impacts on people and/or wildlife (IUCN SSC, 2022).",ru,0.97,gpt-oss:latest,Single model (skipped consensus),0.1,BI0604,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0604
Sand Encroachment,песчаное захлестывание,"Sand encroachment is the accumulation of wind-borne sand. It commonly affects coasts, watercourses, and both cultivated and uncultivated land, typically occurring in arid to semi-arid regions. As sand accumulations move, they can bury towns, roads, oases, crops, market gardens, irrigation channels, and dams, leading to significant material and socioeconomic damage (cf. FAO, 2010).",ru,0.97,gpt-oss:latest,Single model (skipped consensus),0.1,GH0406,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/gh0406
Benzene and Hydrocarbons,бензол и углеводороды,"Hydrocarbons are organic compounds composed entirely of hydrogen (H) and carbon (C) atoms. They are the simplest form of organic molecules and are the main components of fossil fuels such as coal, natural gas, and petroleum. Benzene is a clear, colourless, highly flammable and volatile, liquid aromatic hydrocarbon (molecular formula C6H6) with a gasoline-like odour, which can lead to major public hazards. Benzene is the simplest aromatic hydrocarbon, characterised by alternating single and double bonds between the carbon atoms, forming a delocalized π-electron system. (WHO, 2019) The release of hydrocarbon ground gases, such as methane, can lead to major public hazards.",ru,0.99,gpt-oss:latest,Single model (skipped consensus),0.1,CH0203,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/ch0203
Opioids and Other Psychoactive Substances,Опиоиды и другие психоактивные вещества,"Psychoactive substances are chemical compounds that can lead to physical or psychological dependence when consumed repeatedly, often altering brain function and behaviour. Overdose and overuse have caused significant public health concerns due to their potential to cause a wide range of adverse health effects. Addictive substances include alcohol, nicotine, (synthetic) opioids, (natural) opiates, stimulants, and certain sedatives, amongst others.",ru,0.99,gpt-oss:latest,Single model (skipped consensus),0.1,CH0604,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/ch0604
Estuarine (Coastal) Flooding,затопление прибрежных устьев,"Estuarine flooding is flooding over and near coastal areas caused by storm surges and high winds coincident with high tides, thereby obstructing the seaward river flow. Estuarine flooding can be caused by tsunamis in specific cases (WMO, 2011).",ru,0.97,gpt-oss:latest,Single model (skipped consensus),0.1,MH0602,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/mh0602
West Nile Fever,Западно‑нильская лихорадка,"West Nile virus disease is a potentially fatal neurological disease caused by a virus transmitted through the bites of infected mosquitoes. The virus is a member of theflavivirusgenus and belongs to the Japanese encephalitis antigenic complex of the family Flaviviridae (WHO, 2017).",ru,0.97,gpt-oss:latest,Single model (skipped consensus),0.1,BI0240,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0240
Nuclear Agents,ядерные агенты,"Nuclear agents are derived from neutron radiation (n) which is a neutron emitted by an unstable nucleus, in particular during atomic fission and nuclear fusion. Apart from a component in cosmic rays, neutrons are usually produced artificially. Because they are electrically neutral particles, neutrons can be very penetrating and when they interact with matter or tissue, they cause the emission of beta- and gamma-radiation. Neutron radiation therefore requires heavy shielding to reduce exposure (IAEA, 2004).",ru,0.97,gpt-oss:latest,Single model (skipped consensus),0.1,TL0603,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/tl0603
Heavy Metals and Other Trace Elements,тяжёлые металлы и другие следовые элементы,"Heavy metals are metallic trace elements with either high relative atomic weights or occurring in materials with high densities.  Trace Elements is the term used for elements that are generally found in soil at low concentrations but can still have significant impacts on human health and ecosystems when their levels exceed safe limits, as in the case of many heavy metals. Trace element contaminants that have biological significance are generally found in soil at concentrations of less than 100 mg/kg, and sometimes in aquatic ecosystems or as particulates in the atmosphere. Biological significance would include elements that are essential or toxic to any organism; some elements can be both, depending on their concentration. Many of the trace elements of importance are metals, while others are metalloids, alloys, non-metals, actinoids, and halogens occurring in a variety of chemical states (elemental, cations, anions, oxyanions, methylated, etc.). This category can overlap or be used synonymously with terms such as potentially toxic elements, heavy metals, persistent inorganic contaminants, and inorganic contaminants, and halides, such as fluoride and iodide. For the clarity of this document, the term trace elements will be used (FAO and UNEP, 2021a).",ru,0.99,gpt-oss:latest,Single model (skipped consensus),0.1,CH0100,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/ch0100
Marine Toxins,морские токсины,"Marine toxins (biotoxins) are naturally occurring, toxic substances, mostly caused by certain types of marine organisms such as toxic algae, but also by bacteria. These toxins can accumulate in fish and shellfish, causing significant public health concerns due to their potential to cause a wide range of adverse health effects.",ru,0.97,gpt-oss:latest,Single model (skipped consensus),0.1,CH0605,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/ch0605
Hepatitis B,Гепатит B,"Hepatitis B is a vaccine-preventable disease, that is endemic and epidemic worldwide and is caused by the Hepatitis B virus (HBV). HBV can cause both acute and chronic liver disease. Chronic infection puts people at high risk of death from cirrhosis and liver cancer (WHO, 2024).",ru,0.99,gpt-oss:latest,Single model (skipped consensus),0.1,BI0212,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0212
Peste Des Petits Ruminants,ППР,"Peste des petits ruminants is a highly contagious and devastating disease of goats and sheep. The causative agent, Peste des petits ruminants virus, is a member of the genusMorbillivirus, FamilyParamyxoviridaeand OrderMononegavirales(adapted from FAO, no date and WOAH, 2024a).",ru,0.97,gpt-oss:latest,Single model (skipped consensus),0.1,BI0310,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0310
Tsunami,Цунамі,"Tsunami, a Japanese term meaning 'wave' (‘nami’) in a harbour (‘tsu’), refers to a series of long-period travelling waves, typically caused by disturbances such as earthquakes occurring beneath or near the ocean floor (IOC, 2019).",ua,0.99,gpt-oss:latest,Single model (skipped consensus),0.1,MH0705,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/mh0705
Asbestos,асбест,"Asbestos is the term for a group of naturally occurring fibrous silicate minerals widely used historically in building materials and other products (WHO, 2018). All types of asbestos cause lung cancer, mesothelioma, cancer of the larynx and ovary, and asbestosis (fibrosis of the lungs) (WHO, 2018).",ua,0.99,gpt-oss:latest,Single model (skipped consensus),0.1,CH0202,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/ch0202
Space Debris,космічне сміття,"Space debris refers to all human-made objects, including fragments and elements thereof, in Earth orbit or re-entering the atmosphere, that are nonfunctional (COPUOS, 2002 and UNOOSA, 2007).",ua,0.95,gpt-oss:latest,Single model (skipped consensus),0.1,ET0206,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/et0206
Wind,вітер,"Wind is air motion relative to the Earth’s surface. Unless otherwise specified, only the horizontal component is considered (WMO, 1992).",ua,0.99,gpt-oss:latest,Single model (skipped consensus),0.1,MH0301,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/mh0301
Arsenic,арсен,"Arsenic is a toxic metalloid widely distributed throughout the Earth’s crust, generally as arsenic sulfide or as metal arsenates and arsenides. Human exposure to arsenic compounds represents a major public health concern as it has been associated with a range of acute and long-term adverse health effects and diseases (WHO, 2019).",ua,0.98,gpt-oss:latest,Single model (skipped consensus),0.1,CH0101,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/ch0101
Flooding,наводнення,"Flooding is (1) an overflowing by water of the normal confines of a watercourse or other body of water; (2) an accumulation of drainage water over areas which are not normally submerged; (3) a controlled spreading of water for irrigation (WMO and UNESCO, 2012).",ua,0.99,gpt-oss:latest,Single model (skipped consensus),0.1,MH0600,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/mh0600
Coral Bleaching,відбеляння коралів,"Corals are subject to ‘bleaching’ when the seawater temperature is too high: they lose the symbiotic algae that give coral its colour and part of its nutrients. Severe, prolonged or repeated bleaching can lead to the death of coral colonies (United Nations, 2017).",ua,0.97,gpt-oss:latest,Single model (skipped consensus),0.1,EN0404,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/en0404
Listeriosis,лістеріоз,"Listeriosis is a foodborne infection caused by the bacteriumListeria monocytogeneswhich can be invasive (the more serious form of the disease) or non-invasive (the milder form of the disease). Listeriosis outbreaks occur in all countries and can be a significant public health concern (WHO, 2018).",ua,0.99,gpt-oss:latest,Single model (skipped consensus),0.1,BI0218,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0218
Tsunami,Tsunami,"Tsunami, a Japanese term meaning 'wave' (‘nami’) in a harbour (‘tsu’), refers to a series of long-period travelling waves, typically caused by disturbances such as earthquakes occurring beneath or near the ocean floor (IOC, 2019).",it,0.99,gpt-oss:latest,Single model (skipped consensus),0.1,MH0705,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/mh0705
Tsunami,Tsunami,"Tsunami, a Japanese term meaning 'wave' (‘nami’) in a harbour (‘tsu’), refers to a series of long-period travelling waves, typically caused by disturbances such as earthquakes occurring beneath or near the ocean floor (IOC, 2019).",es,0.99,gpt-oss:latest,Single model (skipped consensus),0.1,MH0705,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/mh0705
Asbestos,amiante,"Asbestos is the term for a group of naturally occurring fibrous silicate minerals widely used historically in building materials and other products (WHO, 2018). All types of asbestos cause lung cancer, mesothelioma, cancer of the larynx and ovary, and asbestosis (fibrosis of the lungs) (WHO, 2018).",fr,0.99,gpt-oss:latest,Single model (skipped consensus),0.1,CH0202,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/ch0202
Asbestos,amianto,"Asbestos is the term for a group of naturally occurring fibrous silicate minerals widely used historically in building materials and other products (WHO, 2018). All types of asbestos cause lung cancer, mesothelioma, cancer of the larynx and ovary, and asbestosis (fibrosis of the lungs) (WHO, 2018).",it,0.99,gpt-oss:latest,Single model (skipped consensus),0.1,CH0202,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/ch0202
Asbestos,amianto,"Asbestos is the term for a group of naturally occurring fibrous silicate minerals widely used historically in building materials and other products (WHO, 2018). All types of asbestos cause lung cancer, mesothelioma, cancer of the larynx and ovary, and asbestosis (fibrosis of the lungs) (WHO, 2018).",es,0.99,gpt-oss:latest,Single model (skipped consensus),0.1,CH0202,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/ch0202
Space Debris,débris spatiaux,"Space debris refers to all human-made objects, including fragments and elements thereof, in Earth orbit or re-entering the atmosphere, that are nonfunctional (COPUOS, 2002 and UNOOSA, 2007).",fr,0.98,gpt-oss:latest,Single model (skipped consensus),0.1,ET0206,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/et0206
Space Debris,detriti spaziali,"Space debris refers to all human-made objects, including fragments and elements thereof, in Earth orbit or re-entering the atmosphere, that are nonfunctional (COPUOS, 2002 and UNOOSA, 2007).",it,0.97,gpt-oss:latest,Single model (skipped consensus),0.1,ET0206,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/et0206
Space Debris,residuos espaciales,"Space debris refers to all human-made objects, including fragments and elements thereof, in Earth orbit or re-entering the atmosphere, that are nonfunctional (COPUOS, 2002 and UNOOSA, 2007).",es,0.98,gpt-oss:latest,Single model (skipped consensus),0.1,ET0206,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/et0206
Tsunami,Tsunami,"Tsunami, a Japanese term meaning 'wave' (‘nami’) in a harbour (‘tsu’), refers to a series of long-period travelling waves, typically caused by disturbances such as earthquakes occurring beneath or near the ocean floor (IOC, 2019).",de,0.99,gpt-oss:latest,Single model (skipped consensus),0.1,MH0705,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/mh0705
Asbestos,Asbest,"Asbestos is the term for a group of naturally occurring fibrous silicate minerals widely used historically in building materials and other products (WHO, 2018). All types of asbestos cause lung cancer, mesothelioma, cancer of the larynx and ovary, and asbestosis (fibrosis of the lungs) (WHO, 2018).",de,0.99,gpt-oss:latest,Single model (skipped consensus),0.1,CH0202,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/ch0202
Space Debris,Weltraumschrott,"Space debris refers to all human-made objects, including fragments and elements thereof, in Earth orbit or re-entering the atmosphere, that are nonfunctional (COPUOS, 2002 and UNOOSA, 2007).",de,0.97,gpt-oss:latest,Single model (skipped consensus),0.1,ET0206,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/et0206
Wind,vent,"Wind is air motion relative to the Earth’s surface. Unless otherwise specified, only the horizontal component is considered (WMO, 1992).",fr,0.99,gpt-oss:latest,Single model (skipped consensus),0.1,MH0301,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/mh0301
Wind,vento,"Wind is air motion relative to the Earth’s surface. Unless otherwise specified, only the horizontal component is considered (WMO, 1992).",it,0.99,gpt-oss:latest,Single model (skipped consensus),0.1,MH0301,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/mh0301
Wind,viento,"Wind is air motion relative to the Earth’s surface. Unless otherwise specified, only the horizontal component is considered (WMO, 1992).",es,0.99,gpt-oss:latest,Single model (skipped consensus),0.1,MH0301,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/mh0301
Wind,Wind,"Wind is air motion relative to the Earth’s surface. Unless otherwise specified, only the horizontal component is considered (WMO, 1992).",de,0.99,gpt-oss:latest,Single model (skipped consensus),0.1,MH0301,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/mh0301
Arsenic,arsenic,"Arsenic is a toxic metalloid widely distributed throughout the Earth’s crust, generally as arsenic sulfide or as metal arsenates and arsenides. Human exposure to arsenic compounds represents a major public health concern as it has been associated with a range of acute and long-term adverse health effects and diseases (WHO, 2019).",fr,0.98,gpt-oss:latest,Single model (skipped consensus),0.1,CH0101,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/ch0101
Arsenic,arsenico,"Arsenic is a toxic metalloid widely distributed throughout the Earth’s crust, generally as arsenic sulfide or as metal arsenates and arsenides. Human exposure to arsenic compounds represents a major public health concern as it has been associated with a range of acute and long-term adverse health effects and diseases (WHO, 2019).",it,0.98,gpt-oss:latest,Single model (skipped consensus),0.1,CH0101,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/ch0101
Arsenic,arsénico,"Arsenic is a toxic metalloid widely distributed throughout the Earth’s crust, generally as arsenic sulfide or as metal arsenates and arsenides. Human exposure to arsenic compounds represents a major public health concern as it has been associated with a range of acute and long-term adverse health effects and diseases (WHO, 2019).",es,0.98,gpt-oss:latest,Single model (skipped consensus),0.1,CH0101,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/ch0101
Arsenic,Arsen,"Arsenic is a toxic metalloid widely distributed throughout the Earth’s crust, generally as arsenic sulfide or as metal arsenates and arsenides. Human exposure to arsenic compounds represents a major public health concern as it has been associated with a range of acute and long-term adverse health effects and diseases (WHO, 2019).",de,0.98,gpt-oss:latest,Single model (skipped consensus),0.1,CH0101,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/ch0101
Tsunami,海啸,"Tsunami, a Japanese term meaning 'wave' (‘nami’) in a harbour (‘tsu’), refers to a series of long-period travelling waves, typically caused by disturbances such as earthquakes occurring beneath or near the ocean floor (IOC, 2019).",ch,0.99,gpt-oss:latest,Single model (skipped consensus),0.1,MH0705,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/mh0705
Asbestos,石棉,"Asbestos is the term for a group of naturally occurring fibrous silicate minerals widely used historically in building materials and other products (WHO, 2018). All types of asbestos cause lung cancer, mesothelioma, cancer of the larynx and ovary, and asbestosis (fibrosis of the lungs) (WHO, 2018).",ch,0.99,gpt-oss:latest,Single model (skipped consensus),0.1,CH0202,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/ch0202
Space Debris,太空碎片,"Space debris refers to all human-made objects, including fragments and elements thereof, in Earth orbit or re-entering the atmosphere, that are nonfunctional (COPUOS, 2002 and UNOOSA, 2007).",ch,0.99,gpt-oss:latest,Single model (skipped consensus),0.1,ET0206,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/et0206
Wind,风,"Wind is air motion relative to the Earth’s surface. Unless otherwise specified, only the horizontal component is considered (WMO, 1992).",ch,0.99,gpt-oss:latest,Single model (skipped consensus),0.1,MH0301,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/mh0301
Arsenic,砷,"Arsenic is a toxic metalloid widely distributed throughout the Earth’s crust, generally as arsenic sulfide or as metal arsenates and arsenides. Human exposure to arsenic compounds represents a major public health concern as it has been associated with a range of acute and long-term adverse health effects and diseases (WHO, 2019).",ch,0.98,gpt-oss:latest,Single model (skipped consensus),0.1,CH0101,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/ch0101
Flooding,inondation,"Flooding is (1) an overflowing by water of the normal confines of a watercourse or other body of water; (2) an accumulation of drainage water over areas which are not normally submerged; (3) a controlled spreading of water for irrigation (WMO and UNESCO, 2012).",fr,0.98,gpt-oss:latest,Single model (skipped consensus),0.1,MH0600,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/mh0600
