language,term,system,truth,lex_score,sem_score
es,anthrax,carbón,Ántrax,0.33,0.20
es,airborne diseases,Enfermedades aéroportadas,Enfermedades de transmisión aérea,0.59,0.80
es,bloodborne viruses,virus transmisibles por sangre,Virus transmitidos por la sangre,0.84,0.99
es,neglected tropical diseases,enfermedades tropicales negligidas,Enfermedades Tropicales Desatendidas,0.83,0.89
es,vaccinepreventable diseases,enfermedades evitables por la vacunación,Enfermedades prevenibles mediante vacunación,0.79,0.99
es,vectorborne diseases vbd,enfermedades transmitidas por vectores,Enfermedades transmitidas por vectores (ETV),0.95,0.87
es,viral haemorrhagic fevers,Fiebre hemorrágica viral,Fiebres hemorrágicas víricas,0.88,0.91
es,prion diseases,enfermedades de los priones,Enfermedades priónicas,0.78,0.87
es,hiv and aids,VIH/SIDA,VIH y sida,0.82,0.98
es,covid19 sarscov2,COVID-19,COVID-19 (SARS-CoV-2),0.61,0.83
es,cholera,Cholera,Cólera,0.92,0.55
es,paratyphoid fever,Fiebre paratyphi,Fiebre paratifoidea,0.74,0.62
es,escherichia coli stec,Escherichia coli productores de toxina Shiga,Escherichia Coli (STEC),0.55,0.53
es,listeriosis,listerosis,Listeriosis,0.95,0.59
es,shigellosis,shigelosis,Shigellosis,0.95,0.81
es,avian influenza,Influenza aviaria,Gripe aviar,0.57,0.70
es,pandemic influenza human,Gripa pandémica (humana),Gripe pandémica (humana),0.95,0.99
es,leptospirosis,leptosporosis,Leptospirosis,0.92,0.90
es,plague,peste,Plaga,0.20,0.90
es,meningococcal meningitis,Meningitis neumocóica,Meningococcal Meningitis,0.44,0.89
es,pertussis human,la pertusis,Tos ferina (humana),0.21,0.39
es,malaria,Paludismo,Malaria,0.38,0.35
es,brucellosis,la brucelosis,Brucelosis,0.87,0.39
es,footandmouth disease,Enfermedad de la mordida y la boca,Fiebre aftosa,0.30,0.41
es,lumpy skin disease,enfermedad de la piel en nodulos,Enfermedad de la piel grumosa,0.82,0.92
es,west nile fever,Enfermedad del Nilo Occidental,Fiebre del Nilo Occidental,0.79,0.88
es,trypanosomiasis,trypanosomiasis,Tripanosomiasis,0.93,0.65
es,african swine fever,Enfermedad por virus de la peste porcina africana,Peste porcina africana,0.62,0.86
es,classical swine fever,Fiebre clásica porcina,Peste porcina clásica,0.42,0.87
es,rinderpest,rinderpest,Peste bovina,0.36,0.54
es,oyster disease aquaculture,Enfermedad de ostras en acuicultura,Enfermedad de la ostra Acuicultura,0.90,0.63
es,chemical warfare agents,Agentes químicos de guerra,Agentes de guerra química,0.67,0.96
es,asbestos,asbesto,Amianto,0.43,0.23
es,household air pollution,Contaminación del aire en el hogar,Contaminación atmosférica doméstica,0.49,0.91
es,salinity  sodicity,salinidad y sodicidad,Salinidad & humedad; Sodicidad,0.82,0.88
es,forest disturbances,Turbios de bosques,Perturbaciones forestales,0.51,0.82
es,wetland lossdegradation,Pérdida y degradación de humedales,Pérdida/Degradación de humedales,0.95,0.98
es,coral bleaching,Eclacide de los corales,Decoloración del coral,0.71,0.85
es,compressive soils,suelo compresible,Suelos compresivos,0.80,0.40
es,permafrost loss,pérdida del permafrost,Permafrost Loss,0.54,0.98
es,sand mining,explotación de arenas,Extracción de arena,0.85,0.74
es,eutrophication,La eutrófica,Eutrofización,0.64,0.83
es,forest invasive species,Especies invasoras forestales,Especies forestales invasoras,0.62,1.00
es,airburst,explosión aérea,Airburst,0.09,0.81
es,geomagnetic disturbance,Disturbios geomagnéticos,Perturbaciones geomagnéticas,0.77,0.97
es,meteorite impact,impacto de un meteorito,Impacto de meteoritos,0.91,0.98
es,ionospheric disturbances,Disturbios ionosféricos,Perturbaciones ionosféricas,0.76,0.97
es,solar flares,Eruptions solares,Llamaradas solares,0.57,0.77
es,nearearth object,asteroide cercano a la Tierra,Objeto cercano a la Tierra,0.80,0.69
es,lahars,Lahars,Lahares,0.92,0.92
es,liquefaction,liquefacción,Licuefacción,0.92,0.72
es,subsidence and uplift,afundamiento y elevación,Hundimiento y levantamiento,0.71,0.47
es,shrinkswell subsidence,Subsidence por contracción‑gonflement,Hundimiento por contracción,0.62,0.67
es,sinkhole,sumidero,Hundimiento,0.53,0.71
es,sand encroachment,avance de arena,Invasión de arena,0.75,0.82
es,downburst,Tormenta descendente,Downburst,0.07,0.61
es,lightning electrical storm,rayo,Rayo (tormenta eléctrica),0.30,0.46
es,thunderstorm,tormenta,Tormenta eléctrica,0.62,0.42
es,coastal flooding,inundación costera,Inundaciones costeras,0.92,0.99
es,estuarine coastal flooding,inundación estuarial,Inundaciones estuarinas (costeras),0.73,0.95
es,flash flooding,inundación Flash,Inundaciones repentinas,0.67,0.79
es,fluvial riverine flooding,inundación fluvial,Inundaciones fluviales,0.90,0.99
es,groundwater flooding,Inundación por aguas subterráneas,Inundaciones de aguas subterráneas,0.90,0.99
es,ponding drainage flooding,inundación por estancamiento,Estanque (drenaje) Inundación,0.36,0.94
es,snowmelt flooding,inundaciones por deshielo de la nieve,Inundaciones por deshielo,0.81,0.76
es,surface water flooding,Inundación de agua superficial,Inundaciones de aguas superficiales,0.92,0.98
es,black carbon,Carbono negro,Carbón negro,0.96,0.78
es,fog,bruma,Niebla,0.36,0.58
es,haze,vaporer,Haze,0.36,0.58
es,sand haze,neblina de arena,Niebla de arena,0.90,0.91
es,ocean acidification,acidificación oceánica,Acidificación de los océanos,0.76,0.98
es,rogue wave,ola de tipo rogue,Ola de pillos,0.60,0.21
es,sea ice icebergs,hielo marino,Hielo marino (icebergs),0.73,0.85
es,storm surge,vaga de tormenta,Marejada ciclónica,0.35,0.30
es,storm tides,marea de tormenta,Mareas tormentosas,0.80,0.61
es,extratropical cyclone,Cyclón extratropical,Ciclón extratropical,0.95,0.54
es,blizzard,Blizzard,Ventisca,0.25,0.33
es,hail,granizo,Salve,0.17,0.71
es,dzud,helada severa,Dzud,0.12,0.27
es,freeze,congelación,Congelar,0.74,0.41
es,frost hoar frost,escarcha,Escarcha (Hoar Frost),0.59,0.58
es,glaze,glaseado,Esmalte,0.27,0.78
es,ground frost,Hielo en tierra,Heladas,0.36,0.74
es,heatwave,ciclón de calor,Ola de calor,0.74,0.76
es,icing including ice,cobertura de hielo,Glaseado (incluido el hielo),0.41,0.79
es,gale strong gale,galeón,Vendaval (vendaval fuerte),0.27,0.49
es,explosive ordnance,armamento explosivo,Artefactos explosivos,0.75,0.74
es,radioactive waste,residuos radioactivos,Residuos radiactivos,0.98,0.93
es,radioactive agents  material,Agentes y materiales radioactivos,Agentes radiactivos & Material,0.55,0.97
es,building highrise cladding,revestimiento de edificio de gran altura,"Edificio, rascacielos, revestimiento",0.35,0.70
es,dam failure,fallo de presa,Rotura de presas,0.67,0.64
es,supply chain failure,Fallo en la cadena de suministro,Fracaso de la cadena de suministro,0.88,0.90
es,critical infrastructure failure,Fallo de la Infraestructura Crítica,Fallo de infraestructuras críticas,0.93,0.94
es,nuclear plant failure,fallo de planta nuclear,Fallo de una central nuclear,0.82,0.91
es,water supply failure,fallo del suministro de agua,Fallo en el suministro de agua,0.93,0.97
es,malware,software malicioso,Malware,0.32,0.79
es,cyberbullying,acoso cibernético,Ciberacoso,0.37,0.59
es,natech,Accidentes tecnológicos causados por riesgos naturales,Natech,0.13,0.21
es,pollution,Polución,Contaminación,0.48,0.72
es,leaks and spills,Fugas y derrames,Fugas y vertidos,0.69,0.94
es,fire,Incendio,Fuego,0.31,0.63
es,wastewater,agua residual,Aguas residuales,0.90,0.56
es,healthcare waste,residuos de salud,Residuos sanitarios,0.61,0.81
es,landfilling,depósito de residuos,Vertederos,0.27,0.16
es,tailings,residuos mineros,Relaves,0.26,0.29
es,reservoir flooding,inundación del embalse,Inundación de embalses,0.95,0.97
es,air transportation accident,siniestro aéreo,Accidente de transporte aéreo,0.55,0.70
es,flooding,inundación,Inundaciones,0.91,0.99
es,space debris,debris espacial,Desechos espaciales,0.71,0.93
es,social engineering  phishing,ingegnería social - phishing,Ingeniería social - Phishing,0.96,0.96
es,tunnel failure,Fallida de los túneles,Rotura del túnel,0.58,0.91
es,marburg virus disease,Enfermedad del virus de Marburg,Enfermedad por el virus de Marburgo,0.91,0.80
es,chemical,sustancia química,Química,0.58,0.91
es,environmental,ambiental,Medio ambiente,0.61,0.92
es,extraterrestrial,extraterrestre,Extraterrestres,0.97,0.93
es,societal,social,Sociedad,0.71,0.80
es,technological,tecnológico,Tecnología,0.86,0.97
es,sexual violence,violencia sexual,Sexual violence,0.52,0.99
es,one health,Salud única,Una salud,0.50,0.92
es,from ground water,de agua subterránea,De aguas subterráneas,0.95,0.99
es,culture livelihoods,subsistencia cultural,Medios de subsistencia culturales,0.78,0.79
es,coal generation,generación eléctrica con carbón,Generación de carbón,0.75,0.81
es,others nonformal education,Otros – Educación no formal,Otros -Educación no formal,0.96,0.98
es,holding companies,Sociedades holding,Sociedades de cartera,0.62,0.69
es,gathering forest products,Recolección de productos forestales,Recogida de productos forestales,0.87,0.94
es,commerce livelihoods,Medios de subsistencia comerciales,Medios de subsistencia del comercio,0.87,0.95
es,sea and coastal,Mar y litoral,Mar y costa,0.67,0.97
es,othernon categorized,Otro - no categorizado,Otros-no categorizados,0.90,0.89
es,waste disposal,Eliminación de residuos,Waste disposal,0.32,0.87
es,water treatment,tratamiento de agua,Tratamiento del agua,0.97,0.99
es,conventional dwellings,vivienda convencional,Viviendas convencionales,0.93,0.70
es,health care network,red de atención sanitaria,Red de asistencia sanitaria,0.88,0.80
es,natural sites,sitio natural,Parajes naturales,0.60,0.73
es,warehousing and storage,almacén y almacenamiento,Depósito y almacenamiento,0.73,0.85
es,genderbased discrimination,discriminación por razón de sexo,Discriminación de género,0.71,0.90
es,other health services,otros servicios de salud,Otros servicios sanitarios,0.72,0.99
es,selfemployed,trabajador autónomo,Autónomos,0.57,0.63
es,genderbased violence,violencia basada en el género,Violencia de género,0.79,0.97
es,other retail trade,otro comercio minorista,Otro comercio al por menor,0.73,0.82
es,other wholesade trade,Otro comercio mayorista,Otro comercio al por mayor,0.78,0.96
es,cultural sites,sitio cultural,Sitios culturales,0.90,0.84
es,natural gas processing,Procesamiento de gas natural,Procesado de gas natural,0.88,0.98
es,from reclaimed,Reciclado,De Reclaimed,0.57,0.69
es,vocational,vocacional,Formación profesional,0.52,0.79
es,tourism livelihoods,medios de subsistencia turísticos,Medios de subsistencia del turismo,0.87,0.97
es,from rainwater harvested,agua pluvial recolectada,Del agua de lluvia recogida,0.67,0.86
es,coal distribution,distribución de carbón,Distribución del carbón,0.98,0.99
es,repositories of heritage,Repositorio de patrimonio,Depósitos del patrimonio,0.86,0.81
es,health information systems,sistemas de información de salud,Sistemas de información sanitaria,0.80,0.99
es,connective infrastructure,infraestructura de conectividad,Infraestructura conectiva,0.89,0.94
es,road passenger transport,transporte terrestre de pasajeros,Transporte de viajeros por carretera,0.58,0.91
es,wholesale travel agencies,agencias de viajes al por mayor,Agencias de viajes mayoristas,0.80,0.95
es,access to ressources,Acceso a recursos,Acceso a los recursos,0.89,1.00
es,primary health care,atención primaria de salud,atención primaria,0.79,0.88
es,piped water distribution,sistema de distribución de agua,Distribución de agua por tuberías,0.62,0.79
es,intangible cultural heritage,Patrimonio cultural intangible,Patrimonio cultural inmaterial,0.83,0.90
es,permanent perennial crops,Cultivos permanentes vivaces,Cultivos permanentes-perennes,0.79,0.96
es,disaster management,gestión de desastres,Gestión de catástrofes,0.81,0.98
es,community infrastructure,infraestructura comunitaria,Infraestructuras comunitarias,0.96,0.98
es,commerce and trade,Comercio y comercio,Comercio,0.59,0.90
es,wireless telecommunication activities,actividades de telecomunicaciones sin cable,"Actividades de telecomunicaciones inalámbricas,",0.85,0.90
es,extraultrahigh voltage,tensión alta,Extra/ultra/alta tensión,0.41,0.80
es,other manufacturing,Otras actividades de fabricación,Otros sectores industriales,0.47,0.69
es,online travel agencies,agencia de viajes en línea,Agencias de viajes en línea,0.98,0.98
es,other land transport,Otro transporte terrestre,Otros transportes terrestres,0.94,0.95
es,traditional knowledge,conocimiento tradicional,"conocimientos tradicionales,",0.94,0.97
es,upper chambersenate,Senado,Cámara Alta/Senado,0.52,0.38
es,care livelihoods,ingresos del trabajo de cuidado,Medios de subsistencia,0.34,0.18
es,environment,entorno,Medio ambiente,0.29,0.93
es,wholesale trade,comercio mayorista,Comercio al por mayor,0.72,0.91
es,pension funding,financiación de planes de pensiones,Financiación de las pensiones,0.91,0.95
es,agricultural land,tierra agrícola,Terrenos agrícolas,0.79,0.98
es,1primary education,Educación primaria,1-Educación primaria,0.97,0.95
es,water transportation,transporte marítimo,Transporte acuático,0.79,0.86
es,regional  decentralized administration,Administración regional descentralizada,Regional - Administración descentralizada,0.76,1.00
es,emergency medical services,servicios médicos de emergencia,Servicios médicos de urgencia,0.93,0.91
es,human mobility,mobilidad humana,Movilidad humana,0.94,0.57
es,nonspecialized wholesale trade,Comercio mayorista no especializado,Comercio al por mayor no especializado,0.85,0.95
es,disaster recovery,Recuperación ante desastres,Recuperación en caso de catástrofe,0.72,0.97
es,0early childhood,0–Infancia temprana,0-Infancia temprana,0.97,0.97
es,tour operators,operador turístico,Operadores turísticos,0.92,0.92
es,water passenger transport,Transporte de pasajeros por vía acuática,transporte acuático de pasajeros,0.64,0.98
es,other specials network,Otras redes especiales,Otra red especial,0.87,0.91
es,medium voltage,tensión media,Media tensión,0.54,0.97
es,real estate,inmobiliaria,Inmobiliario,0.92,0.99
es,waste collection,recolección de residuos,Recogida de residuos,0.79,0.98
es,livestock,ganado,Ganadería,0.67,0.58
es,small scale sanitation,sanidad a pequeña escala,Saneamiento a pequeña escala,0.81,0.93
es,retail trade,Comercio minorista,Comercio al por menor,0.67,0.83
es,pipeline transport,Transporte por tubería,Transporte por tuberías,0.98,0.98
es,psychological abuse,abuso psicológico,Maltrato psicológico,0.76,0.91
es,supporting services,servicios de soporte,Servicios de apoyo,0.79,0.99
es,water sources generation,Generación de fuentes de agua,Fuentes de agua - generación,0.54,0.96
es,environmental health,Salud ambiental,Salud medioambiental,0.86,1.00
es,hazard monitoring,Monitoreo de riesgos,Control de riesgos,0.79,0.89
es,insurance,Seguro,Seguros,0.92,0.79
es,commnications community lifelines,Líneas de vida de la comunidad de comunicaciones,COMUNICACIONES COMUNITARIAS,0.37,0.74
es,telemedicine,telemedicina,Telemedicine,0.92,0.99
es,4 post secondary,postsecundario,4- Post-secundaria,0.87,0.71
es,service livelihoods,Servicio de medios de subsistencia,Medios de vida de servicio,0.47,0.66
es,from surface water,de agua superficial,Desde Aguas superficiales,0.86,0.78
es,others lifelong learning,Otros - aprendizaje permanente,Otros -aprendizaje permanente,0.98,0.90
es,waste disposal,Eliminación de residuos,Waste disposal,0.32,0.87
es,mining and quarrying,Minería y extracción de piedra,Minas y canteras,0.43,0.53
es,waste collection,recolección de residuos,Recogida de residuos,0.79,0.98
es,communitybased,basado en la comunidad,en la comunidad,0.81,0.93
es,wired telecommunication activities,actividades de telecomunicación por cable,"Actividades de telecomunicaciones por cable,",0.98,0.98
es,tangible cultural heritage,Patrimonio cultural tangible,Patrimonio cultural material,0.82,0.94
es,disaster mitigation,mitigación de desastres,Mitigación de catástrofes,0.83,0.98
es,primary education,educación primaria,Enseñanza primaria,0.67,0.91
es,from soil water,agua del suelo,Del agua del suelo,0.88,0.99
es,23 secondary,2-3- Secundario,2-3- Secundaria,0.92,0.94
es,road transport infrastructure,infraestructura de transporte por carretera,Infraestructuras de transporte por carretera,0.99,0.99
es,freight air transport,transporte aéreo de carga,Transporte aéreo de mercancías,0.84,0.97
es,disaster risk management,Gestión de Riesgos de Desastres,Gestión del riesgo de catástrofes,0.84,0.95
es,marine aquaculture,acuario marino,Acuicultura marina,0.62,0.82
es,natural gas upstream,gas natural – exploración y producción,Gas natural,0.45,0.89
es,temporary  annual crops,Cultivos temporales anuales,Temporal - cultivos anuales,0.60,0.89
es,gas distribution,red de distribución de gas,Distribución de gas,0.84,0.91
es,oil refinery,refinería petrolera,Refinería de petróleo,0.85,0.95
es,housing units,unidades de vivienda,Viviendas,0.55,0.49
es,satellite telecommunication activities,Actividades de telecomunicaciones satelitales,"Actividades de telecomunicaciones por satélite,",0.92,0.98
es,industry livelihoods,empleo industrial,Medios de subsistencia de la industria,0.44,0.40
es,disaster response,Respuesta ante desastres,Respuesta ante catástrofes,0.84,0.99
es,other housing units,Otras unidades de vivienda,Otras viviendas,0.68,0.92
es,freshwater fishing,pesca de agua dulce,Pesca en agua dulce,0.95,0.99
es,land  including soils,tierra,Suelo,0.18,0.81
es,water distribution,red de distribución de agua,Distribución del agua,0.83,0.87
es,nonpiped water distribution,distribución de agua no canalizada,Distribución de agua sin tuberías,0.72,0.92
es,oil manufacture upstream,exploración y producción petrolera,Petróleo Fabricación/producción,0.59,0.81
es,health education,educación en salud,Educación sanitaria,0.65,0.99
es,harmful traditional practices,prácticas tradicionales perjudiciales,Prácticas tradicionales nocivas,0.82,0.94
ch,medium,中型,中度,0.50,0.88
ch,hard,困难,难,0.67,0.88
ch,tsunami,tsunami,海啸,0.00,0.93
ch,wildfire,森林火灾,野火,0.33,0.91
ch,ok,OK,好,0.00,0.92
ch,early warning system,预警系统,早期警告系统,0.60,0.86
ch,evacuate,撤离,疏散,0.00,0.95
ch,start disaster,灾害开始,启动灾害,0.50,0.95
ch,finished,完成,成品,0.50,0.89
ch,stop disasters,停止灾害,防止灾害,0.75,0.88
ch,select a scenario,选择情景,选择一个场景,0.60,0.87
ch,coastal village,海岸村,沿海的村庄,0.50,0.95
ch,eastern mediterranean,东地中海,东地中海区,0.89,0.99
ch,lowland hills,低山丘陵,低地丘陵,0.75,0.98
ch,easterncentral europe,东欧和中欧,东欧、中欧,0.80,0.99
ch,valley flood plains,山谷洪水平原,山谷洪泛区,0.55,0.97
ch,arid plains,干旱平原,贫瘠的平原,0.44,0.86
ch,the caribbean,加勒比地区,中美洲,0.00,0.72
ch,caribbean island,加勒比海岛,加勒比岛屿,0.80,0.96
ch,daily news post,每日新闻发布,每日新闻报,0.73,0.96
ch,view scene,查看场景,浏览场景,0.50,0.87
ch,view report,查看报告,浏览报告,0.50,0.94
ch,housing and development,住房与发展,住房和发展,0.80,0.98
ch,buildings destroyed,毁坏建筑物,被毁房子数量,0.18,0.75
ch,population housed,居住人口,有房子住的人口,0.55,0.74
ch,population sheltered,受庇护人口,得到避难所的人口,0.31,0.84
ch,total damages,总损失,损失总量,0.57,0.90
ch,population died,死亡人口,死亡人数,0.75,0.98
ch,population injured,受伤人口,受伤人数,0.75,0.97
ch,school built,已建学校,建成{{SCHOOL}},0.17,0.67
ch,hospital built,医院建成,建成{{HOSPITAL}},0.29,0.96
ch,hotels built,已建酒店,酒店建成,0.50,0.96
ch,destroyed,已摧毁,销毁,0.40,0.94
ch,bonus,奖金,奖励,0.50,0.93
ch,key facts found,已发现的关键事实,发现的关键事实,0.93,0.94
ch,budget remaining,剩余预算,所剩经费,0.25,0.87
ch,pass,通过,过关,0.50,0.86
ch,destroyed,已摧毁,销毁,0.40,0.94
ch,well done,干得好!,恭喜!,0.00,0.73
ch,unlucky,不幸,不走运!,0.40,0.66
ch,try again,重试,再试一次,0.33,0.96
ch,continue,continue,继续,0.00,0.82
ch,development defences,防御开发,发展:防御,0.50,0.98
ch,development structures,开发结构,发展:结构,0.75,0.97
ch,clearance  preparation,数据准备,清理和准备,0.44,0.40
ch,item,条目,项目,0.50,0.72
ch,items,条目,项目,0.50,0.72
ch,budget,预算,预算经费,0.67,0.97
ch,unhoused,无家可归,无家可归者,0.89,0.96
ch,housed,托管,有家可归者,0.00,0.46
ch,sheltered,受保护的,得到庇护的人数,0.36,0.50
ch,start disaster,灾害开始,启动灾害,0.50,0.95
ch,new price,新价格：$,新价格: $,0.86,0.99
ch,are you sure,您确定吗？,你确定吗?,0.67,1.00
ch,number people,{{NUMBER}} 人,{{NUMBER}} 人的房屋,0.84,0.78
ch,build,构建,建造,0.50,0.96
ch,number school,{{NUMBER}} 学校,{{NUMBER}} {{SCHOOL}},0.64,0.94
ch,build,构建,建造,0.50,0.96
ch,number hospital,{{NUMBER}} 医院,{{NUMBER}} {{HOSPITAL}},0.58,0.99
ch,number hotels,{{NUMBER}} 家酒店,{{NUMBER}} 酒店,0.95,0.98
ch,max budget,最大预算,最高预算,0.75,0.97
ch,max damage,最大损害,最大伤害,0.75,0.96
ch,approximately,大约,大约 离灾难到来还有,0.33,0.61
ch,until disaster,直至灾难,直到灾难,0.75,0.99
ch,credits,学分,积分,0.50,0.72
ch,game developed by,游戏开发者,开发的游戏,0.40,0.88
ch,the top bar,顶部栏,顶栏,0.80,0.97
ch,the information panel,信息面板,信息栏,0.57,0.89
ch,1 week course,一周课程,一周的培训,0.44,0.89
ch,stop disasters,停止灾害,阻止灾害,0.75,0.97
ch,2 week course,两周课程,2周培训,0.25,0.89
ch,foundations,基础,地基,0.50,0.83
ch,building reinforcement,建筑加固,建筑物加固,0.89,0.92
ch,evacuation signs,疏散标志,撤离信号,0.00,0.82
ch,evacuation training,疏散训练,撤离培训,0.25,0.95
ch,local alarm system,本地报警系统,当地警报系统,0.67,0.75
ch,protect electrics,电气保护,保护电气设备,0.40,0.95
ch,secure fittings,安全接头,安全的设备,0.44,0.85
ch,retrofit the building,建筑升级改造,翻新建筑物,0.36,0.90
ch,anchor heavy item,锚点重物,加固硬设施,0.00,0.73
ch,raised building,高架建筑,升高建筑物,0.67,0.92
ch,asphalt roof,沥青屋顶,...,0.00,0.30
ch,clay roof,陶瓦屋顶,...,0.00,0.36
ch,roof sprinkler,屋顶喷淋装置,屋顶洒水装置,0.67,0.91
ch,metal shutters,金属百叶窗,金属遮挡板,0.40,0.73
ch,plywood shutters,胶合板百叶窗,...,0.00,0.35
ch,glass shutters,玻璃百叶窗,...,0.00,0.33
ch,wire shutters,钢丝百叶窗,...,0.00,0.35
ch,ladder  hose,梯架与软管,梯子和水管,0.40,0.80
ch,building reinforcements,建筑结构加固,建筑物加固,0.73,0.91
ch,water tank protection,水箱保护,保护储水器,0.44,0.96
ch,remove fuel sources,消除燃料源,移走燃料源,0.60,0.89
ch,water source upgrade,水源改进,保护水资源,0.44,0.79
ch,sewer backflow,污水倒流,下水道回流,0.44,0.76
ch,storm shutters,防风百叶窗,暴风雨遮挡窗,0.36,0.78
ch,waterproof sealant,防水密封剂,防水密封胶,0.80,0.97
ch,ocean waves,海洋波浪,海浪,0.67,0.97
ch,sand,沙子,沙地,0.50,0.87
ch,sand,沙子,沙地,0.50,0.87
ch,grass,草,草地,0.67,0.94
ch,light mud,轻泥,松软的泥浆,0.29,0.87
ch,light mud,轻泥,松软的泥浆,0.29,0.87
ch,mud,泥,泥浆,0.67,0.91
ch,mud,泥,泥浆,0.67,0.91
ch,arid ground,干旱地,旱地,0.80,0.97
ch,burnt land,烧毁地区,干焦地,0.29,0.63
ch,expensive clearance costs,高额清关费用,清理岩石准备建造房屋成本较高。,0.10,0.42
ch,people,人,人的房屋,0.40,0.60
ch,people,人,人的房屋,0.40,0.60
ch,earthquake strikes,地震,地震爆发!,0.67,0.90
ch,trees,树,树木,0.67,0.98
ch,brick cottage,砖质小屋,小砖房,0.29,0.87
ch,old house,旧住宅,老房子,0.00,0.96
ch,old town house,旧城区住宅,老的城镇住宅,0.55,0.97
ch,old terraced house,旧排屋,老的连栋住宅,0.00,0.80
ch,town house,联排别墅,连栋房屋,0.00,0.70
ch,large house,大型住宅,大房子,0.29,0.89
ch,church,教会,教堂,0.50,0.99
ch,pylon,输电塔,高压电缆塔,0.50,0.86
ch,commercial block,商业区块,商业区,0.86,0.96
ch,hello,你好！,你好!,0.80,1.00
ch,tsunami strikes,海啸袭来！,海啸来袭,0.67,0.95
ch,trees,树,海啸来袭树木,0.29,0.57
ch,shrubs,灌木,衬套,0.00,0.44
ch,logs,日志,木材,0.00,0.41
ch,large rocks,大型岩石,大块岩石,0.75,0.99
ch,small rocks,小岩石,小块岩石,0.86,0.98
ch,bamboo hut,竹屋,竹棚,0.50,0.95
ch,hotel cabins,酒店小屋,旅馆小屋,0.50,0.99
ch,timber house,木结构住宅,木屋,0.29,0.76
ch,brick house,砖砌房屋,砖房,0.67,0.86
ch,boat,船,船只,0.67,0.99
ch,debris,碎片,废墟,0.00,0.79
ch,debris,碎片,废墟,0.00,0.79
ch,hello,你好！,你好!,0.80,1.00
ch,flash floods,突发洪水,暴洪袭来!,0.25,0.77
ch,trees,树,树木,0.67,0.98
ch,brick cottage,砖质小屋,小砖房,0.29,0.87
ch,brick house,砖砌房屋,砖房,0.67,0.86
ch,church,教会,教堂,0.50,0.99
ch,pylon,输电塔,高压电缆塔,0.50,0.86
ch,commercial block,商业区块,商业区,0.86,0.96
ch,well,井,水井,0.67,0.89
ch,stabilized slope,稳定斜率,加固的斜坡,0.22,0.78
ch,earth levee,堤坝,地面防洪堤,0.29,0.73
ch,rock dyke,岩脊,岩石大堤,0.33,0.91
ch,1 meter wall,一米墙,1 米防护墙,0.44,0.76
ch,2 meter wall,2米墙,2 米防护墙,0.67,0.90
ch,3 meter wall,3米墙,3 米防护墙,0.67,0.88
ch,hello,你好！,你好!,0.80,1.00
ch,wildfire strikes,森林火灾,野火袭来!,0.25,0.80
ch,dry trees,干树,枯树,0.50,0.84
ch,moist trees,湿树,潮湿树木,0.67,0.93
ch,4 bedroom house,四居室住宅,4 居室房屋,0.36,0.86
ch,3 bedroom house,三居室住宅,3 居室房屋,0.36,0.94
ch,6 bedroom house,六卧室住宅,6 居室房屋,0.18,0.90
ch,mine,矿山,矿,0.67,0.94
ch,firebreaks,防火带,防火道,0.67,0.92
ch,dry bushes,干燥灌木,干燥的树丛,0.44,0.91
ch,hello,你好！,你好!,0.80,1.00
ch,hurricane strikes,飓风袭击,飓风袭来!,0.75,0.89
ch,trees,树,树木,0.67,0.98
ch,minimal clearance costs,最低清关成本,对灌木丛的清理成本很低,0.35,0.54
ch,logs,日志,木材,0.00,0.41
ch,shrubs,灌木,灌木丛,0.80,0.96
ch,an empty pier,空码头,一个无人的突堤,0.00,0.41
ch,pier,码头,突堤,0.00,0.62
ch,small hut,小木屋,小棚屋,0.67,0.73
ch,large hut,大型木屋,大棚屋,0.57,0.76
ch,brick cottage,砖质小屋,小砖房,0.29,0.87
ch,timber house,木结构住宅,木屋,0.29,0.76
ch,hello,你好！,你好!,0.80,1.00
ch,disasters,灾害,灾难,0.50,0.96
ch,play,游戏,开始,0.00,0.51
ch,time mins,分钟,{{TIME}} 分钟,0.44,0.78
ch,classified,已分类,保密,0.00,0.55
ch,share,份,分享,0.00,0.56
ch,game paused,游戏已暂停,暂停游戏,0.44,0.88
ch,sound,声,声音,0.67,0.92
ch,motion,运动,行动,0.50,0.76
ch,off,关闭,关,0.67,0.97
ch,language  currentlang,语言,语言 - {{CURRENTLANG}},0.24,0.79
ch,overview,概述,总览,0.00,0.87
ch,previous,以前,前一步,0.40,0.65
ch,home,住所,主页,0.00,0.59
ch,next,下一个,下一步,0.67,0.96
ch,back,后面,向后,0.50,0.94
ch,buy cost,购买成本,购买 {{COST}},0.36,0.69
ch,scroll up,向上滚动,向上浏览,0.50,0.84
ch,scroll down,向下滚动,向下浏览,0.50,0.82
ch,play difficulty,玩 {{DIFFICULTY}},开始 {{DIFFICULTY}},0.88,0.85
ch,demolish structure,拆除结构,拆,0.40,0.78
ch,develop defences,开发防御,建设防护,0.25,0.77
ch,develop buildings,建筑开发,建设建筑,0.50,0.94
ch,upgrade buildings,建筑升级,升级建筑,0.50,0.99
ch,repeat last purchase,重复上一次购买,再买一次,0.36,0.93
ch,view tile information,查看瓦片信息,浏览信息,0.40,0.78
ch,share to facebook,分享到 Facebook,分享到脸书,0.35,0.98
ch,share via email,通过电子邮件共享,邮件分享,0.50,0.96
ch,take survey,完成调查,参加调查,0.50,0.81
